initial_token,token_with_border
аметов,амето|в
гарней,гар|ней
бройн,бро|йн
войнич,вой|нич
геллу,гел|лу
драном,дра|ном
отсеет,отсее|т
зираид,зираи|д
родину,род|ину
алияра,алияр|а
паркой,пар|кой
женима,женим|а
внуки,вну|ки
оцеплю,оцепл|ю
солжём,солжё|м
писала,писал|а
ржавят,ржавя|т
норам,нора|м
колер,кол|ер
дамаст,дам|аст
флецы,фле|цы
истку,ист|ку
сценок,сце|нок
ебашен,ебаше|н
тесак,тес|ак
авзалы,авзал|ы
боями,боям|и
усилят,усиля|т
рейд,рей|д
ферзей,фер|зей
венед,вен|ед
боые,боы|е
сосцах,сосца|х
креоны,креон|ы
анасту,ана|сту
рысий,рыс|ий
фазах,фаз|ах
затеню,зат|еню
морги,мор|ги
таыми,таым|и
сорю,сор|ю
экраны,экр|аны
хамсою,хам|сою
метров,мет|ров
аллика,аллик|а
замнёт,замнё|т
ярскою,ярско|ю
капало,капал|о
жигам,жиг|ам
взмыве,взм|ыве
спаять,спаят|ь
снежно,сне|жно
леем,леем
пилипа,пил|ипа
дамках,дамка|х
мерёжа,мерёж|а
яхте,яхт|е
ржавел,ржаве|л
вязали,вяз|али
тюльку,тюл|ьку
брамса,бра|мса
проки,про|ки
автора,авт|ора
леанну,леанн|у
демире,демир|е
мешай,меш|ай
резино,рез|ино
смывок,смыво|к
сузив,сузи|в
кардам,кар|дам
отёрты,отёрт|ы
визажа,виз|ажа
рыбари,рыб|ари
зулусы,зулус|ы
сюитам,сюита|м
понежу,пон|ежу
витке,вит|ке
язвил,язв|ил
ловимо,ловим|о
епифан,епи|фан
таково,так|ово
штраф,штр|аф
низке,низ|ке
басман,бас|ман
норков,нор|ков
цадике,цадик|е
затаи,зат|аи
афаном,афа|ном
аиану,аиан|у
льдами,льда|ми
бабаю,баб|аю
веля,вел|я
кашлял,каш|лял
чинков,чинко|в
миопия,миопи|я
квана,ква|на
жабрею,жаб|рею
пьяны,пья|ны
умея,уме|я
казало,каз|ало
обвозу,обв|озу
сольна,сольн|а
юристе,юрист|е
ужовых,ужовы|х
ампуле,амп|уле
акающе,акающ|е
стогом,сто|гом
лешике,лешик|е
сухову,сух|ову
хулам,хул|ам
решало,решал|о
разуты,раз|уты
шекеле,шекел|е
уебшей,уебше|й
тазом,тазом
орет,оре|т
умкой,умко|й
хиреть,хирет|ь
петого,петог|о
крупам,крупа|м
руины,руин|ы
дутышу,дутыш|у
нэков,нэк|ов
рамакс,рам|акс
ангел,анг|ел
козьме,коз|ьме
ленард,лен|ард
навещу,нав|ещу
юровка,юровк|а
сором,сор|ом
вползи,вполз|и
проча,про|ча
удои,удо|и
парое,пар|ое
пытаю,пыт|аю
целясь,целяс|ь
сотлел,сотле|л
попеть,поп|еть
паял,пая|л
аврелу,авр|елу
пилена,пил|ена
океану,оке|ану
ярове,яро|ве
дивить,дивит|ь
ватою,ват|ою
халалу,халал|у
курвах,курва|х
мает,мает
айлинь,айлин|ь
дерусь,дерус|ь
заире,заи|ре
ражого,ражо|го
угли,угл|и
амны,амн|ы
снасти,сна|сти
гадина,гадин|а
рыщьте,рыщь|те
чепцах,чепца|х
брагою,браго|ю
хиты,хит|ы
тяглее,тяг|лее
рвавши,рвавш|и
лерам,лера|м
турах,тур|ах
акчалы,акчал|ы
жерло,жер|ло
акошем,акоше|м
адгану,адган|у
алимжа,али|мжа
алфаты,алфат|ы
коале,коа|ле
томись,том|ись
дюнная,дюнн|ая
узгене,узген|е
фасону,фас|ону
резка,рез|ка
-палым,-палы|м
15ых,15ы|х
барии,бар|ии
ладам,лад|ам
усатой,уса|той
венцы,вен|цы
жрице,жриц|е
иксами,икса|ми
тяпано,тяпан|о
ботны,бот|ны
закупу,зак|упу
умброю,умбро|ю
смейся,смейс|я
хольте,хольт|е
инаису,инаис|у
техасе,тех|асе
тибету,тиб|ету
крутим,кру|тим
исподу,исп|оду
студня,сту|дня
отомри,ото|мри
мылить,мылит|ь
афанов,афа|нов
маквея,мак|вея
минеях,минея|х
тюхе,тюхе
киреям,кирея|м
цепями,цепям|и
пытки,пытк|и
серсо,серс|о
ревас,рев|ас
блукал,блука|л
делоре,дел|оре
выгни,выг|ни
живовы,живов|ы
ореста,оре|ста
гамизе,гамиз|е
маршу,мар|шу
пляшут,пляшу|т
чижины,чижин|ы
гонимо,гон|имо
линючи,лин|ючи
ущучь,ущуч|ь
соросу,сорос|у
исаев,иса|ев
килией,килие|й
ельне,ель|не
носку,нос|ку
крыжей,кры|жей
корице,кориц|е
мысля,мыс|ля
болдою,бол|дою
икаешь,икаеш|ь
зозана,зозан|а
отмины,отм|ины
смески,смеск|и
пенни,пен|ни
нощью,нощь|ю
щиплю,щип|лю
вотяки,вотяк|и
кардуй,кар|дуй
гулах,гул|ах
сцапни,сцапн|и
мхат,мха|т
киса,кис|а
иуду,иуд|у
влазив,вла|зив
вымочу,вым|очу
нюрифе,нюриф|е
икрах,икр|ах
аины,аины
псалмы,пса|лмы
шамалу,шамал|у
пакту,пак|ту
бельцы,бел|ьцы
смой,смо|й
опоило,опоил|о
пароды,пар|оды
млеты,мле|ты
дюжина,дюжин|а
рушьте,рушь|те
стерню,сте|рню
ранет,ран|ет
холоду,хол|оду
фемиды,фемид|ы
рязани,ряз|ани
йорки,йор|ки
кобзам,коб|зам
плебее,пле|бее
лупите,лупит|е
сосен,сос|ен
ветрей,вет|рей
хорват,хор|ват
тыря,тыр|я
холмку,холмк|у
заурою,зауро|ю
флюзе,флю|зе
вакуль,вак|уль
ножами,ножа|ми
жигаев,жигае|в
лужей,луж|ей
долгая,дол|гая
щедры,щед|ры
будке,буд|ке
вскис,вск|ис
разую,раз|ую
пришв,при|шв
залучу,зал|учу
сбагря,сбагр|я
антига,ант|ига
тверца,тверц|а
сере,сер|е
членна,членн|а
риниты,ринит|ы
мазней,мазне|й
аблово,абл|ово
высри,выс|ри
едокий,едоки|й
лухом,лухом
домбру,дом|бру
аранка,аранк|а
веерны,веерн|ы
обузят,обу|зят
стел,сте|л
мбайта,мбайт|а
вадуда,вадуд|а
свала,сва|ла
проныр,про|ныр
бурасы,бур|асы
шафер,шаф|ер
вражда,вра|жда
кичмаю,кич|маю
бистро,бис|тро
мочись,мочис|ь
душную,душну|ю
пайка,пайк|а
кихота,кихот|а
ситара,ситар|а
иннесу,инн|есу
южней,южне|й
намаял,намая|л
кольку,кол|ьку
прайса,пра|йса
пальца,пал|ьца
лакее,лак|ее
